trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
200,False,"{'a': 0.75, 'e': 4.0}",25,0,-249.2576098656801,"{0: 13, 1: 0, 2: 6, 3: 2, 4: 4}",0
201,False,"{'a': 0.75, 'e': 4.0}",30,0,-90.5215960765273,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
202,False,"{'a': 0.75, 'e': 4.0}",20,0,-84.42492879122463,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
203,False,"{'a': 0.75, 'e': 4.0}",30,0,-205.14982481246167,"{0: 15, 1: 5, 2: 7, 3: 0, 4: 3}",0
204,False,"{'a': 0.75, 'e': 4.0}",20,15,-12.913528660090387,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.75, 'e': 4.0}",25,0,-59.66537983471619,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
206,False,"{'a': 0.75, 'e': 4.0}",35,0,-102.42587290781823,"{0: 22, 1: 5, 2: 6, 3: 2, 4: 0}",0
207,False,"{'a': 0.75, 'e': 4.0}",20,0,-56.94752963414227,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
208,False,"{'a': 0.75, 'e': 4.0}",20,0,-77.5815153769905,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
209,False,"{'a': 0.75, 'e': 4.0}",30,0,-251.15382669957216,"{0: 15, 1: 2, 2: 8, 3: 1, 4: 4}",0
210,False,"{'a': 0.75, 'e': 4.0}",20,0,-87.08872165843567,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
211,False,"{'a': 0.75, 'e': 4.0}",30,0,-247.69328805004267,"{0: 15, 1: 2, 2: 9, 3: 0, 4: 4}",0
212,False,"{'a': 0.75, 'e': 4.0}",25,0,-61.3123982486443,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
213,False,"{'a': 0.75, 'e': 4.0}",20,0,-152.48755623541018,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
214,False,"{'a': 0.75, 'e': 4.0}",20,0,-144.95877110488496,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
215,False,"{'a': 0.75, 'e': 4.0}",30,0,-176.40811666233927,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
216,False,"{'a': 0.75, 'e': 4.0}",20,0,-155.0083011638999,"{0: 8, 1: 4, 2: 4, 3: 3, 4: 1}",0
217,False,"{'a': 0.75, 'e': 4.0}",20,0,-82.71453211858511,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
218,False,"{'a': 0.75, 'e': 4.0}",30,0,-156.16044146632998,"{0: 16, 1: 7, 2: 2, 3: 4, 4: 1}",0
219,False,"{'a': 0.75, 'e': 4.0}",20,1,-166.21573260032105,"{0: 8, 1: 3, 2: 4, 3: 2, 4: 2}",1
220,False,"{'a': 0.75, 'e': 4.0}",30,0,-130.31652135193863,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
221,False,"{'a': 0.75, 'e': 4.0}",20,0,-112.34856744661789,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
222,False,"{'a': 0.75, 'e': 4.0}",25,0,-112.59299764327963,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
223,False,"{'a': 0.75, 'e': 4.0}",20,0,-70.15818693847983,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
224,False,"{'a': 0.75, 'e': 4.0}",25,0,-86.68539174780139,"{0: 14, 1: 7, 2: 3, 3: 0, 4: 1}",0
225,False,"{'a': 0.75, 'e': 4.0}",20,0,-95.43573882407281,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
226,False,"{'a': 0.75, 'e': 4.0}",30,0,-134.73806748098028,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
227,False,"{'a': 0.75, 'e': 4.0}",35,0,-138.74182259696306,"{0: 24, 1: 6, 2: 2, 3: 0, 4: 3}",0
228,False,"{'a': 0.75, 'e': 4.0}",20,0,-198.16728624473484,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 3}",0
229,False,"{'a': 0.75, 'e': 4.0}",30,0,-158.2682601921518,"{0: 19, 1: 5, 2: 3, 3: 0, 4: 3}",0
230,False,"{'a': 0.75, 'e': 4.0}",30,0,-249.55792947146594,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 4}",0
231,False,"{'a': 0.75, 'e': 4.0}",25,0,-71.67385386654074,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
232,False,"{'a': 0.75, 'e': 4.0}",20,0,-133.38121265097487,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
233,False,"{'a': 0.75, 'e': 4.0}",30,0,-231.56827444232954,"{0: 14, 1: 6, 2: 4, 3: 3, 4: 3}",0
234,False,"{'a': 0.75, 'e': 4.0}",25,0,-158.2515538360846,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
235,False,"{'a': 0.75, 'e': 4.0}",35,0,-212.83744935549336,"{0: 23, 1: 3, 2: 3, 3: 3, 4: 3}",0
236,False,"{'a': 0.75, 'e': 4.0}",25,0,-103.09424714729424,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
237,False,"{'a': 0.75, 'e': 4.0}",25,0,-146.6276717446129,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
238,False,"{'a': 0.75, 'e': 4.0}",20,6,-36.257174804165125,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
239,False,"{'a': 0.75, 'e': 4.0}",25,0,-177.70987566679946,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
240,False,"{'a': 0.75, 'e': 4.0}",20,0,-157.47385244228408,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
241,False,"{'a': 0.75, 'e': 4.0}",20,0,-131.00886680375928,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
242,False,"{'a': 0.75, 'e': 4.0}",25,0,-166.96203583029654,"{0: 14, 1: 3, 2: 3, 3: 3, 4: 2}",0
243,False,"{'a': 0.75, 'e': 4.0}",35,0,-93.16149010198433,"{0: 22, 1: 3, 2: 10, 3: 0, 4: 0}",0
244,False,"{'a': 0.75, 'e': 4.0}",30,0,-166.9098147341447,"{0: 20, 1: 1, 2: 4, 3: 3, 4: 2}",0
245,False,"{'a': 0.75, 'e': 4.0}",20,0,-112.50144451629222,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
246,False,"{'a': 0.75, 'e': 4.0}",30,0,-163.1081452064798,"{0: 16, 1: 3, 2: 9, 3: 0, 4: 2}",0
247,False,"{'a': 0.75, 'e': 4.0}",30,0,-168.30875478059687,"{0: 14, 1: 3, 2: 11, 3: 1, 4: 1}",0
248,False,"{'a': 0.75, 'e': 4.0}",20,0,-79.50363661236321,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
249,False,"{'a': 0.75, 'e': 4.0}",20,0,-69.00636310293103,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
250,False,"{'a': 0.75, 'e': 4.0}",30,0,-172.1960549212375,"{0: 17, 1: 0, 2: 9, 3: 3, 4: 1}",0
251,False,"{'a': 0.75, 'e': 4.0}",20,0,-126.42161398212521,"{0: 9, 1: 1, 2: 9, 3: 0, 4: 1}",0
252,False,"{'a': 0.75, 'e': 4.0}",25,0,-205.8059534018668,"{0: 11, 1: 2, 2: 9, 3: 0, 4: 3}",0
253,False,"{'a': 0.75, 'e': 4.0}",20,0,-90.93387977766676,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
254,False,"{'a': 0.75, 'e': 4.0}",20,0,-174.09532225147007,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
255,False,"{'a': 0.75, 'e': 4.0}",30,0,-287.87475818016856,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 5}",0
256,False,"{'a': 0.75, 'e': 4.0}",25,0,-166.92304382814956,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
257,False,"{'a': 0.75, 'e': 4.0}",20,0,-72.63182506343104,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
258,False,"{'a': 0.75, 'e': 4.0}",20,13,-1.877620379006185,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.75, 'e': 4.0}",25,0,-63.84157740736759,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
260,False,"{'a': 0.75, 'e': 4.0}",20,1,-207.6538688273493,"{0: 7, 1: 1, 2: 7, 3: 1, 4: 3}",1
261,False,"{'a': 0.75, 'e': 4.0}",20,0,-101.33728085739746,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
262,False,"{'a': 0.75, 'e': 4.0}",35,0,-275.57240642977524,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 5}",0
263,False,"{'a': 0.75, 'e': 4.0}",25,0,-188.46792384716946,"{0: 12, 1: 4, 2: 4, 3: 3, 4: 2}",0
264,False,"{'a': 0.75, 'e': 4.0}",25,0,-35.22823101237101,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
265,False,"{'a': 0.75, 'e': 4.0}",20,0,-166.62788688883316,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
266,False,"{'a': 0.75, 'e': 4.0}",20,0,-169.5332028135443,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
267,False,"{'a': 0.75, 'e': 4.0}",20,0,-160.79603687922383,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
268,False,"{'a': 0.75, 'e': 4.0}",20,0,-88.94164779261126,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
269,False,"{'a': 0.75, 'e': 4.0}",20,0,-142.58345597080935,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
270,False,"{'a': 0.75, 'e': 4.0}",30,0,-313.18574694412683,"{0: 11, 1: 8, 2: 5, 3: 0, 4: 6}",0
271,False,"{'a': 0.75, 'e': 4.0}",20,0,-134.42251096198362,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
272,False,"{'a': 0.75, 'e': 4.0}",20,0,-120.29127116621623,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",1
273,False,"{'a': 0.75, 'e': 4.0}",25,0,-124.39366844681851,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
274,False,"{'a': 0.75, 'e': 4.0}",20,0,-35.99695504175928,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
275,False,"{'a': 0.75, 'e': 4.0}",30,0,-219.56166336143528,"{0: 13, 1: 5, 2: 7, 3: 3, 4: 2}",0
276,False,"{'a': 0.75, 'e': 4.0}",30,23,-9.8695341194275,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.75, 'e': 4.0}",25,0,-82.13153194956324,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
278,False,"{'a': 0.75, 'e': 4.0}",25,0,-131.90619470173897,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
279,False,"{'a': 0.75, 'e': 4.0}",30,0,-132.97365356291627,"{0: 16, 1: 8, 2: 3, 3: 2, 4: 1}",0
280,False,"{'a': 0.75, 'e': 4.0}",20,0,-157.66254923851537,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
281,False,"{'a': 0.75, 'e': 4.0}",30,0,-131.78473715598457,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
282,False,"{'a': 0.75, 'e': 4.0}",25,0,-113.85926029410024,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
283,False,"{'a': 0.75, 'e': 4.0}",30,0,-94.99593995756504,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
284,False,"{'a': 0.75, 'e': 4.0}",20,0,-105.86937232797108,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
285,False,"{'a': 0.75, 'e': 4.0}",20,0,-156.81272814516777,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
286,False,"{'a': 0.75, 'e': 4.0}",20,0,-59.120639273247576,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
287,False,"{'a': 0.75, 'e': 4.0}",25,0,-221.4302203808296,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 4}",0
288,False,"{'a': 0.75, 'e': 4.0}",20,0,-188.4124001509868,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
289,False,"{'a': 0.75, 'e': 4.0}",25,12,-67.76281127992902,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
290,False,"{'a': 0.75, 'e': 4.0}",35,0,-141.8620099683943,"{0: 23, 1: 3, 2: 5, 3: 3, 4: 1}",0
291,False,"{'a': 0.75, 'e': 4.0}",25,0,-87.73191477773871,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
292,False,"{'a': 0.75, 'e': 4.0}",25,0,-54.81084391679442,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
293,False,"{'a': 0.75, 'e': 4.0}",20,0,-108.79930560513955,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
294,False,"{'a': 0.75, 'e': 4.0}",30,0,-111.61807185176994,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
295,False,"{'a': 0.75, 'e': 4.0}",20,0,-136.133182766189,"{0: 8, 1: 5, 2: 4, 3: 2, 4: 1}",0
296,False,"{'a': 0.75, 'e': 4.0}",20,0,-109.81319860721179,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
297,False,"{'a': 0.75, 'e': 4.0}",20,0,-111.29998712415563,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
298,False,"{'a': 0.75, 'e': 4.0}",25,0,-65.8915158989896,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
299,False,"{'a': 0.75, 'e': 4.0}",20,0,-78.86194155069323,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
300,False,"{'a': 0.75, 'e': 4.0}",20,0,-130.652306256328,"{0: 8, 1: 8, 2: 2, 3: 0, 4: 2}",0
301,False,"{'a': 0.75, 'e': 4.0}",25,0,-132.8338879564007,"{0: 11, 1: 5, 2: 6, 3: 3, 4: 0}",0
302,False,"{'a': 0.75, 'e': 4.0}",25,0,-162.6062093553459,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
303,False,"{'a': 0.75, 'e': 4.0}",30,0,-285.33803795864725,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 5}",0
304,False,"{'a': 0.75, 'e': 4.0}",20,0,-38.99829273272674,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
305,False,"{'a': 0.75, 'e': 4.0}",20,0,-133.70719066189267,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
306,False,"{'a': 0.75, 'e': 4.0}",25,0,-196.36546580136613,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
307,False,"{'a': 0.75, 'e': 4.0}",20,5,-54.27670646649463,"{0: 8, 1: 4, 2: 1, 3: 2, 4: 0}",1
308,False,"{'a': 0.75, 'e': 4.0}",25,0,-141.41218833001608,"{0: 13, 1: 7, 2: 2, 3: 1, 4: 2}",0
309,False,"{'a': 0.75, 'e': 4.0}",20,0,-100.76991868577095,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
310,False,"{'a': 0.75, 'e': 4.0}",20,0,-182.36126369639976,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
311,False,"{'a': 0.75, 'e': 4.0}",20,0,-97.89663888949138,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
312,False,"{'a': 0.75, 'e': 4.0}",25,0,-224.93858881092365,"{0: 12, 1: 0, 2: 8, 3: 2, 4: 3}",0
313,False,"{'a': 0.75, 'e': 4.0}",20,0,-122.7871601974075,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
314,False,"{'a': 0.75, 'e': 4.0}",30,0,-221.66792334720643,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
315,False,"{'a': 0.75, 'e': 4.0}",20,0,-70.63081432612803,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
316,False,"{'a': 0.75, 'e': 4.0}",25,0,-108.87746467003761,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
317,False,"{'a': 0.75, 'e': 4.0}",30,0,-132.35275222784082,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
318,False,"{'a': 0.75, 'e': 4.0}",25,0,-195.67752936736233,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
319,False,"{'a': 0.75, 'e': 4.0}",25,0,-78.27704678851038,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
320,False,"{'a': 0.75, 'e': 4.0}",30,0,-177.51748896534045,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
321,False,"{'a': 0.75, 'e': 4.0}",20,0,-98.8779779311058,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
322,False,"{'a': 0.75, 'e': 4.0}",20,9,-19.70571007958101,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.75, 'e': 4.0}",20,0,-71.20195477152386,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
324,False,"{'a': 0.75, 'e': 4.0}",20,0,-82.3890487314051,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
325,False,"{'a': 0.75, 'e': 4.0}",20,0,-54.27193537977826,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
326,False,"{'a': 0.75, 'e': 4.0}",30,0,-96.42697339302431,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
327,False,"{'a': 0.75, 'e': 4.0}",25,0,-180.81091038476455,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
328,False,"{'a': 0.75, 'e': 4.0}",25,0,-139.4961234816961,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
329,False,"{'a': 0.75, 'e': 4.0}",20,0,-93.63976827199905,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
330,False,"{'a': 0.75, 'e': 4.0}",25,0,-167.00883068680733,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
331,False,"{'a': 0.75, 'e': 4.0}",20,9,-164.7654296727201,"{0: 4, 1: 0, 2: 3, 3: 1, 4: 3}",1
332,False,"{'a': 0.75, 'e': 4.0}",20,0,-219.11459337181714,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
333,False,"{'a': 0.75, 'e': 4.0}",30,0,-157.35123307751124,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
334,False,"{'a': 0.75, 'e': 4.0}",25,0,-128.91501784199272,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
335,False,"{'a': 0.75, 'e': 4.0}",25,0,-158.56504634380622,"{0: 12, 1: 5, 2: 5, 3: 1, 4: 2}",0
336,False,"{'a': 0.75, 'e': 4.0}",25,0,-178.66966608924653,"{0: 11, 1: 4, 2: 7, 3: 1, 4: 2}",0
337,False,"{'a': 0.75, 'e': 4.0}",20,0,-64.97123111454594,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
338,False,"{'a': 0.75, 'e': 4.0}",20,0,-46.6497724614878,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
339,False,"{'a': 0.75, 'e': 4.0}",25,2,-87.98320469907344,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 1}",1
340,False,"{'a': 0.75, 'e': 4.0}",25,0,-76.81951749609112,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
341,False,"{'a': 0.75, 'e': 4.0}",25,0,-107.69429943750986,"{0: 12, 1: 2, 2: 11, 3: 0, 4: 0}",0
342,False,"{'a': 0.75, 'e': 4.0}",20,0,-87.17246461776692,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
343,False,"{'a': 0.75, 'e': 4.0}",20,0,-111.38795903727059,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
344,False,"{'a': 0.75, 'e': 4.0}",20,6,-12.88149065831422,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
345,False,"{'a': 0.75, 'e': 4.0}",25,0,-124.14320116207156,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
346,False,"{'a': 0.75, 'e': 4.0}",20,0,-161.48979744681677,"{0: 8, 1: 4, 2: 3, 3: 4, 4: 1}",0
347,False,"{'a': 0.75, 'e': 4.0}",25,7,-51.55384371143323,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
348,False,"{'a': 0.75, 'e': 4.0}",25,0,-162.62340185507304,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
349,False,"{'a': 0.75, 'e': 4.0}",30,0,-242.08437723914574,"{0: 14, 1: 4, 2: 7, 3: 2, 4: 3}",0
350,False,"{'a': 0.75, 'e': 4.0}",20,0,-169.15309381897828,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
351,False,"{'a': 0.75, 'e': 4.0}",20,0,-89.04147110857478,"{0: 9, 1: 2, 2: 9, 3: 0, 4: 0}",0
352,False,"{'a': 0.75, 'e': 4.0}",20,0,-115.0017613731431,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
353,False,"{'a': 0.75, 'e': 4.0}",20,0,-106.42147676794727,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
354,False,"{'a': 0.75, 'e': 4.0}",25,9,-13.693822932722295,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
355,False,"{'a': 0.75, 'e': 4.0}",30,0,-106.8541475669404,"{0: 17, 1: 6, 2: 6, 3: 0, 4: 1}",0
356,False,"{'a': 0.75, 'e': 4.0}",25,0,-224.08650765397527,"{0: 10, 1: 4, 2: 7, 3: 1, 4: 3}",0
357,False,"{'a': 0.75, 'e': 4.0}",25,0,-141.3243588245702,"{0: 11, 1: 7, 2: 5, 3: 1, 4: 1}",0
358,False,"{'a': 0.75, 'e': 4.0}",30,1,-124.56190683165534,"{0: 14, 1: 8, 2: 6, 3: 0, 4: 1}",1
359,False,"{'a': 0.75, 'e': 4.0}",20,0,-59.589295474305665,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
360,False,"{'a': 0.75, 'e': 4.0}",25,0,-189.23717733568344,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
361,False,"{'a': 0.75, 'e': 4.0}",20,0,-242.6298449250539,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 5}",0
362,False,"{'a': 0.75, 'e': 4.0}",25,0,-161.12804450749726,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
363,False,"{'a': 0.75, 'e': 4.0}",25,0,-101.61195861337256,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
364,False,"{'a': 0.75, 'e': 4.0}",35,0,-191.5492041647346,"{0: 17, 1: 6, 2: 10, 3: 0, 4: 2}",0
365,False,"{'a': 0.75, 'e': 4.0}",20,0,-118.57856911570832,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
366,False,"{'a': 0.75, 'e': 4.0}",30,0,-158.28017153032334,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
367,False,"{'a': 0.75, 'e': 4.0}",20,0,-99.94779214504179,"{0: 14, 1: 2, 2: 0, 3: 3, 4: 1}",0
368,False,"{'a': 0.75, 'e': 4.0}",20,0,-159.72905970276497,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
369,False,"{'a': 0.75, 'e': 4.0}",20,0,-70.7391168645731,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
370,False,"{'a': 0.75, 'e': 4.0}",20,0,-108.19340194432529,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
371,False,"{'a': 0.75, 'e': 4.0}",25,0,-102.06989342788387,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
372,False,"{'a': 0.75, 'e': 4.0}",20,0,-95.50974105254116,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
373,False,"{'a': 0.75, 'e': 4.0}",30,0,-198.87356894963648,"{0: 18, 1: 4, 2: 4, 3: 0, 4: 4}",0
374,False,"{'a': 0.75, 'e': 4.0}",20,0,-119.04692118527014,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
375,False,"{'a': 0.75, 'e': 4.0}",20,0,-132.3945023801641,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
376,False,"{'a': 0.75, 'e': 4.0}",20,0,-241.52651780587888,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 5}",0
377,False,"{'a': 0.75, 'e': 4.0}",25,0,-93.60940279176619,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
378,False,"{'a': 0.75, 'e': 4.0}",25,0,-111.69280999480702,"{0: 13, 1: 1, 2: 10, 3: 1, 4: 0}",0
379,False,"{'a': 0.75, 'e': 4.0}",25,13,-47.88445670184596,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
380,False,"{'a': 0.75, 'e': 4.0}",25,0,-157.41609224613467,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
381,False,"{'a': 0.75, 'e': 4.0}",30,0,-193.12443745930636,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 4}",0
382,False,"{'a': 0.75, 'e': 4.0}",20,0,-67.89538820581187,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
383,False,"{'a': 0.75, 'e': 4.0}",35,0,-102.47742637771533,"{0: 22, 1: 5, 2: 6, 3: 2, 4: 0}",0
384,False,"{'a': 0.75, 'e': 4.0}",30,0,-97.81583989306971,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
385,False,"{'a': 0.75, 'e': 4.0}",25,0,-61.579389542858344,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
386,False,"{'a': 0.75, 'e': 4.0}",35,0,-166.37165245289623,"{0: 24, 1: 3, 2: 5, 3: 0, 4: 3}",0
387,False,"{'a': 0.75, 'e': 4.0}",20,0,-159.10526800684073,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
388,False,"{'a': 0.75, 'e': 4.0}",25,0,-160.17844722797966,"{0: 11, 1: 6, 2: 5, 3: 1, 4: 2}",0
389,False,"{'a': 0.75, 'e': 4.0}",35,9,-143.23367119714447,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 3}",1
390,False,"{'a': 0.75, 'e': 4.0}",20,0,-94.7634435739394,"{0: 9, 1: 4, 2: 5, 3: 2, 4: 0}",0
391,False,"{'a': 0.75, 'e': 4.0}",25,0,-211.52946122043863,"{0: 12, 1: 5, 2: 4, 3: 0, 4: 4}",0
392,False,"{'a': 0.75, 'e': 4.0}",20,0,-86.11526863215204,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
393,False,"{'a': 0.75, 'e': 4.0}",20,0,-177.00477458329445,"{0: 8, 1: 1, 2: 8, 3: 1, 4: 2}",0
394,False,"{'a': 0.75, 'e': 4.0}",25,0,-98.08571564920506,"{0: 12, 1: 5, 2: 7, 3: 1, 4: 0}",0
395,False,"{'a': 0.75, 'e': 4.0}",25,0,-124.35769650184474,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
