trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
396,False,"{'a': 0.75, 'e': 4.0}",25,0,-157.1821593690538,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
397,False,"{'a': 0.75, 'e': 4.0}",25,0,-87.75135971956028,"{0: 14, 1: 1, 2: 10, 3: 0, 4: 0}",0
398,False,"{'a': 0.75, 'e': 4.0}",25,0,-163.08740865898355,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
399,False,"{'a': 0.75, 'e': 4.0}",20,0,-137.1083017038464,"{0: 10, 1: 3, 2: 3, 3: 3, 4: 1}",0
400,False,"{'a': 0.75, 'e': 4.0}",20,0,-146.87337803234752,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
401,False,"{'a': 0.75, 'e': 4.0}",30,0,-180.93015726303483,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
402,False,"{'a': 0.75, 'e': 4.0}",20,0,-32.0606409133042,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
403,False,"{'a': 0.75, 'e': 4.0}",25,0,-147.3244281342017,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
404,False,"{'a': 0.75, 'e': 4.0}",30,0,-225.37991572363012,"{0: 13, 1: 4, 2: 8, 3: 3, 4: 2}",0
405,False,"{'a': 0.75, 'e': 4.0}",20,0,-211.64120724895315,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
406,False,"{'a': 0.75, 'e': 4.0}",35,0,-186.5283256930395,"{0: 18, 1: 5, 2: 8, 3: 3, 4: 1}",0
407,False,"{'a': 0.75, 'e': 4.0}",20,0,-74.18574503272391,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
408,False,"{'a': 0.75, 'e': 4.0}",30,0,-115.87642698377043,"{0: 17, 1: 5, 2: 7, 3: 0, 4: 1}",0
409,False,"{'a': 0.75, 'e': 4.0}",25,0,-130.96855624221067,"{0: 15, 1: 4, 2: 1, 3: 4, 4: 1}",0
410,False,"{'a': 0.75, 'e': 4.0}",20,0,-159.2016780564936,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
411,False,"{'a': 0.75, 'e': 4.0}",25,0,-208.4870921230769,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",0
412,False,"{'a': 0.75, 'e': 4.0}",30,0,-143.13410601133845,"{0: 19, 1: 3, 2: 3, 3: 4, 4: 1}",0
413,False,"{'a': 0.75, 'e': 4.0}",30,0,-156.9793960603093,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 3}",0
414,False,"{'a': 0.75, 'e': 4.0}",25,11,-43.123339464019644,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
415,False,"{'a': 0.75, 'e': 4.0}",30,0,-248.4450151968427,"{0: 12, 1: 4, 2: 10, 3: 1, 4: 3}",0
416,False,"{'a': 0.75, 'e': 4.0}",25,0,-132.43799064386806,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
417,False,"{'a': 0.75, 'e': 4.0}",20,0,-65.04713472280022,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
418,False,"{'a': 0.75, 'e': 4.0}",25,0,-75.83507155632194,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
419,False,"{'a': 0.75, 'e': 4.0}",25,0,-142.30414812381525,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
420,False,"{'a': 0.75, 'e': 4.0}",20,0,-71.23559498998387,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
421,False,"{'a': 0.75, 'e': 4.0}",20,0,-144.24392243726768,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
422,False,"{'a': 0.75, 'e': 4.0}",20,12,1.346180952652504,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.75, 'e': 4.0}",25,0,-133.5701857036555,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
424,False,"{'a': 0.75, 'e': 4.0}",25,0,-104.67218136168553,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
425,False,"{'a': 0.75, 'e': 4.0}",20,14,-44.42571047431311,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
426,False,"{'a': 0.75, 'e': 4.0}",25,0,-62.27956045089622,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
427,False,"{'a': 0.75, 'e': 4.0}",20,0,-97.03777888157886,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
428,False,"{'a': 0.75, 'e': 4.0}",30,0,-98.91111570159936,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
429,False,"{'a': 0.75, 'e': 4.0}",20,0,-82.14868810094802,"{0: 10, 1: 6, 2: 2, 3: 2, 4: 0}",0
430,False,"{'a': 0.75, 'e': 4.0}",20,0,-147.08153236527244,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
431,False,"{'a': 0.75, 'e': 4.0}",30,0,-98.47988772859327,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
432,False,"{'a': 0.75, 'e': 4.0}",25,0,-140.046145591311,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
433,False,"{'a': 0.75, 'e': 4.0}",20,0,-109.32906704213944,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
434,False,"{'a': 0.75, 'e': 4.0}",20,2,-101.45093116180533,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 1}",1
435,False,"{'a': 0.75, 'e': 4.0}",20,0,-101.27628849245829,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
436,False,"{'a': 0.75, 'e': 4.0}",20,0,-114.66106884078076,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
437,False,"{'a': 0.75, 'e': 4.0}",30,0,-120.76543895169378,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
438,False,"{'a': 0.75, 'e': 4.0}",25,0,-114.66527652894699,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
439,False,"{'a': 0.75, 'e': 4.0}",20,0,-144.94025754650687,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
440,False,"{'a': 0.75, 'e': 4.0}",25,0,-142.12677387481685,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
441,False,"{'a': 0.75, 'e': 4.0}",25,0,-157.52987699048597,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
442,False,"{'a': 0.75, 'e': 4.0}",20,0,-137.15247349793785,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
443,False,"{'a': 0.75, 'e': 4.0}",20,0,-51.24517634885933,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
444,False,"{'a': 0.75, 'e': 4.0}",35,4,-193.42586279834984,"{0: 18, 1: 3, 2: 4, 3: 4, 4: 2}",1
445,False,"{'a': 0.75, 'e': 4.0}",25,0,-101.88193230314005,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
446,False,"{'a': 0.75, 'e': 4.0}",25,0,-147.05363332089973,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
447,False,"{'a': 0.75, 'e': 4.0}",20,2,-11.769625337084019,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
448,False,"{'a': 0.75, 'e': 4.0}",20,0,-87.91704902517414,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
449,False,"{'a': 0.75, 'e': 4.0}",25,0,-108.81834358098202,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
450,False,"{'a': 0.75, 'e': 4.0}",20,0,-64.75430380694227,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
451,False,"{'a': 0.75, 'e': 4.0}",20,0,-166.715680833263,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
452,False,"{'a': 0.75, 'e': 4.0}",20,0,-48.85170627516567,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
453,False,"{'a': 0.75, 'e': 4.0}",20,0,-128.26324521960495,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
454,False,"{'a': 0.75, 'e': 4.0}",30,0,-161.34527148515068,"{0: 19, 1: 5, 2: 2, 3: 1, 4: 3}",0
455,False,"{'a': 0.75, 'e': 4.0}",25,0,-187.38116035140445,"{0: 11, 1: 1, 2: 9, 3: 3, 4: 1}",0
456,False,"{'a': 0.75, 'e': 4.0}",20,0,-136.207704498879,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
457,False,"{'a': 0.75, 'e': 4.0}",20,0,-35.662657508418796,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
458,False,"{'a': 0.75, 'e': 4.0}",25,0,-130.46027577525825,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
459,False,"{'a': 0.75, 'e': 4.0}",25,0,-112.26360584619486,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
460,False,"{'a': 0.75, 'e': 4.0}",20,0,-2.0337429557464004,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
461,False,"{'a': 0.75, 'e': 4.0}",25,0,-66.08826923678127,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
462,False,"{'a': 0.75, 'e': 4.0}",25,0,-122.55619427595866,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
463,False,"{'a': 0.75, 'e': 4.0}",20,0,-102.88697728866069,"{0: 11, 1: 5, 2: 1, 3: 2, 4: 1}",0
464,False,"{'a': 0.75, 'e': 4.0}",30,0,-223.05006273229768,"{0: 16, 1: 4, 2: 4, 3: 3, 4: 3}",0
465,False,"{'a': 0.75, 'e': 4.0}",35,0,-155.90577408870558,"{0: 22, 1: 2, 2: 7, 3: 3, 4: 1}",0
466,False,"{'a': 0.75, 'e': 4.0}",25,0,-57.81153474853639,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
467,False,"{'a': 0.75, 'e': 4.0}",25,13,-40.98111353697914,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
468,False,"{'a': 0.75, 'e': 4.0}",25,0,-134.00287981359938,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
469,False,"{'a': 0.75, 'e': 4.0}",25,0,-206.9738739211977,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
470,False,"{'a': 0.75, 'e': 4.0}",25,0,-86.92755742868208,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
471,False,"{'a': 0.75, 'e': 4.0}",25,0,-104.91765318781772,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
472,False,"{'a': 0.75, 'e': 4.0}",30,0,-135.9002726124483,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
473,False,"{'a': 0.75, 'e': 4.0}",25,0,-93.8031833116976,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
474,False,"{'a': 0.75, 'e': 4.0}",30,0,-134.42637502928034,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
475,False,"{'a': 0.75, 'e': 4.0}",25,15,-33.01137599170303,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 0}",1
476,False,"{'a': 0.75, 'e': 4.0}",20,0,-89.56532126832495,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
477,False,"{'a': 0.75, 'e': 4.0}",30,0,-136.10335897102547,"{0: 17, 1: 2, 2: 10, 3: 0, 4: 1}",0
478,False,"{'a': 0.75, 'e': 4.0}",20,0,-101.09077181311865,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
479,False,"{'a': 0.75, 'e': 4.0}",20,0,-71.547405905874,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
480,False,"{'a': 0.75, 'e': 4.0}",20,0,-137.01473901857645,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
481,False,"{'a': 0.75, 'e': 4.0}",25,0,-141.412208945956,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
482,False,"{'a': 0.75, 'e': 4.0}",20,3,-26.18163764294995,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
483,False,"{'a': 0.75, 'e': 4.0}",20,0,-56.887752844300046,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
484,False,"{'a': 0.75, 'e': 4.0}",25,0,-111.37490569686445,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
485,False,"{'a': 0.75, 'e': 4.0}",30,0,-81.52352976441095,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
486,False,"{'a': 0.75, 'e': 4.0}",30,0,-173.1013840465746,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
487,False,"{'a': 0.75, 'e': 4.0}",20,11,-58.21421099896704,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
488,False,"{'a': 0.75, 'e': 4.0}",25,0,-107.12062548011579,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
489,False,"{'a': 0.75, 'e': 4.0}",25,0,-146.23448013196236,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
490,False,"{'a': 0.75, 'e': 4.0}",30,0,-114.60844786141232,"{0: 15, 1: 2, 2: 13, 3: 0, 4: 0}",0
491,False,"{'a': 0.75, 'e': 4.0}",25,0,-118.94527093606777,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
492,False,"{'a': 0.75, 'e': 4.0}",20,2,-132.45288286951669,"{0: 8, 1: 3, 2: 5, 3: 0, 4: 2}",1
493,False,"{'a': 0.75, 'e': 4.0}",20,7,-15.354130662749727,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
494,False,"{'a': 0.75, 'e': 4.0}",25,0,-91.64849371175697,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
495,False,"{'a': 0.75, 'e': 4.0}",25,0,-102.29468636557358,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
496,False,"{'a': 0.75, 'e': 4.0}",20,6,-135.0422966936743,"{0: 7, 1: 3, 2: 1, 3: 0, 4: 3}",1
497,False,"{'a': 0.75, 'e': 4.0}",20,0,-135.89676506855355,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
498,False,"{'a': 0.75, 'e': 4.0}",25,0,-30.93123284363693,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
499,False,"{'a': 0.75, 'e': 4.0}",25,2,-83.28296445369949,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 1}",1
500,False,"{'a': 0.75, 'e': 4.0}",20,0,-125.90898892986097,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
501,False,"{'a': 0.75, 'e': 4.0}",30,0,-261.77431476531984,"{0: 13, 1: 4, 2: 6, 3: 4, 4: 3}",0
502,False,"{'a': 0.75, 'e': 4.0}",30,6,-55.25550711084012,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 0}",1
503,False,"{'a': 0.75, 'e': 4.0}",20,0,-131.57797646422011,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
504,False,"{'a': 0.75, 'e': 4.0}",30,0,-125.79817201994108,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
505,False,"{'a': 0.75, 'e': 4.0}",25,0,-165.25999258833943,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
506,False,"{'a': 0.75, 'e': 4.0}",20,0,-75.06850787061418,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
507,False,"{'a': 0.75, 'e': 4.0}",25,0,-278.5678999671818,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 6}",0
508,False,"{'a': 0.75, 'e': 4.0}",25,0,-88.86008650777467,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
509,False,"{'a': 0.75, 'e': 4.0}",25,0,-147.36190511977367,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
510,False,"{'a': 0.75, 'e': 4.0}",20,7,-99.18248299253133,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 2}",1
511,False,"{'a': 0.75, 'e': 4.0}",25,0,-90.8103590593983,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
512,False,"{'a': 0.75, 'e': 4.0}",20,0,-57.82388604709646,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
513,False,"{'a': 0.75, 'e': 4.0}",25,3,-113.4702352106163,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 1}",1
514,False,"{'a': 0.75, 'e': 4.0}",20,0,-146.65889692826835,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
515,False,"{'a': 0.75, 'e': 4.0}",35,0,-189.12293602396397,"{0: 23, 1: 1, 2: 7, 3: 1, 4: 3}",0
516,False,"{'a': 0.75, 'e': 4.0}",20,0,-117.59682937791789,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
517,False,"{'a': 0.75, 'e': 4.0}",25,15,-21.25607692613576,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
518,False,"{'a': 0.75, 'e': 4.0}",30,0,-151.07313886967557,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
519,False,"{'a': 0.75, 'e': 4.0}",25,0,-54.02873335022397,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
520,False,"{'a': 0.75, 'e': 4.0}",30,0,-132.95903797685466,"{0: 16, 1: 6, 2: 6, 3: 1, 4: 1}",0
521,False,"{'a': 0.75, 'e': 4.0}",25,6,-111.27225182712112,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 1}",1
522,False,"{'a': 0.75, 'e': 4.0}",25,14,-25.53804395013103,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 0}",1
523,False,"{'a': 0.75, 'e': 4.0}",20,0,-192.66456124614734,"{0: 7, 1: 4, 2: 6, 3: 0, 4: 3}",0
524,False,"{'a': 0.75, 'e': 4.0}",20,0,-134.69750476797583,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
525,False,"{'a': 0.75, 'e': 4.0}",20,0,-122.8955866453332,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
526,False,"{'a': 0.75, 'e': 4.0}",20,0,-178.2747064974058,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",0
527,False,"{'a': 0.75, 'e': 4.0}",25,0,-65.01128380282694,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
528,False,"{'a': 0.75, 'e': 4.0}",25,0,-54.334294647134506,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
529,False,"{'a': 0.75, 'e': 4.0}",35,0,-235.68011282281594,"{0: 23, 1: 1, 2: 5, 3: 2, 4: 4}",0
530,False,"{'a': 0.75, 'e': 4.0}",25,8,-68.56477039722247,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 0}",1
531,False,"{'a': 0.75, 'e': 4.0}",20,0,-85.45174210696258,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",1
532,False,"{'a': 0.75, 'e': 4.0}",20,0,-105.25739053560997,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
533,False,"{'a': 0.75, 'e': 4.0}",20,0,-148.55733952063122,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
534,False,"{'a': 0.75, 'e': 4.0}",25,0,-251.40950629795597,"{0: 10, 1: 3, 2: 7, 3: 1, 4: 4}",0
535,False,"{'a': 0.75, 'e': 4.0}",20,0,-91.98457517594039,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
536,False,"{'a': 0.75, 'e': 4.0}",25,0,-129.89020647018097,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
537,False,"{'a': 0.75, 'e': 4.0}",25,0,-130.95363605927733,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
538,False,"{'a': 0.75, 'e': 4.0}",20,0,-128.71776611731914,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
539,False,"{'a': 0.75, 'e': 4.0}",20,0,-102.74149483254386,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
540,False,"{'a': 0.75, 'e': 4.0}",25,0,-79.26417140197562,"{0: 14, 1: 6, 2: 4, 3: 1, 4: 0}",0
541,False,"{'a': 0.75, 'e': 4.0}",30,0,-153.75431232196092,"{0: 16, 1: 4, 2: 7, 3: 2, 4: 1}",0
542,False,"{'a': 0.75, 'e': 4.0}",25,0,-53.40668896754194,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
543,False,"{'a': 0.75, 'e': 4.0}",20,0,-81.98672549197751,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
544,False,"{'a': 0.75, 'e': 4.0}",25,0,-169.38452796572187,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
545,False,"{'a': 0.75, 'e': 4.0}",30,0,-167.76251213066274,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
546,False,"{'a': 0.75, 'e': 4.0}",20,0,-139.66010323669943,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
547,False,"{'a': 0.75, 'e': 4.0}",25,0,-159.7703620110647,"{0: 13, 1: 7, 2: 2, 3: 0, 4: 3}",0
548,False,"{'a': 0.75, 'e': 4.0}",30,8,-96.31286557920616,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 1}",1
549,False,"{'a': 0.75, 'e': 4.0}",25,0,-239.22653051706342,"{0: 11, 1: 5, 2: 3, 3: 2, 4: 4}",0
550,False,"{'a': 0.75, 'e': 4.0}",20,0,-156.62851764492896,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
551,False,"{'a': 0.75, 'e': 4.0}",20,0,-246.10697785404705,"{0: 8, 1: 3, 2: 4, 3: 0, 4: 5}",0
552,False,"{'a': 0.75, 'e': 4.0}",30,0,-154.8998359203006,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
553,False,"{'a': 0.75, 'e': 4.0}",25,0,-125.72739980808258,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
554,False,"{'a': 0.75, 'e': 4.0}",20,0,-48.51644858877635,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
555,False,"{'a': 0.75, 'e': 4.0}",20,0,-83.64771835226769,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
556,False,"{'a': 0.75, 'e': 4.0}",20,0,-53.077222710614976,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
557,False,"{'a': 0.75, 'e': 4.0}",20,0,-77.31093708876176,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
558,False,"{'a': 0.75, 'e': 4.0}",25,0,-239.95488615614556,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 5}",0
559,False,"{'a': 0.75, 'e': 4.0}",35,0,-103.42566709752293,"{0: 22, 1: 6, 2: 6, 3: 0, 4: 1}",1
560,False,"{'a': 0.75, 'e': 4.0}",20,0,-199.52197707132757,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
561,False,"{'a': 0.75, 'e': 4.0}",25,0,-151.0521744952304,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
562,False,"{'a': 0.75, 'e': 4.0}",25,0,-103.59775997868074,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
563,False,"{'a': 0.75, 'e': 4.0}",25,0,-150.75243772259307,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
564,False,"{'a': 0.75, 'e': 4.0}",25,0,-229.04970587952383,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 4}",0
565,False,"{'a': 0.75, 'e': 4.0}",20,0,-134.99772665388616,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
566,False,"{'a': 0.75, 'e': 4.0}",20,0,-147.05166620291172,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
567,False,"{'a': 0.75, 'e': 4.0}",30,0,-192.0657748994868,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
568,False,"{'a': 0.75, 'e': 4.0}",30,0,-149.7789674617079,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
569,False,"{'a': 0.75, 'e': 4.0}",25,0,-208.73824141810604,"{0: 14, 1: 0, 2: 6, 3: 2, 4: 3}",0
570,False,"{'a': 0.75, 'e': 4.0}",30,0,-227.00004507487336,"{0: 15, 1: 2, 2: 8, 3: 2, 4: 3}",0
571,False,"{'a': 0.75, 'e': 4.0}",25,0,-77.61331009008158,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
572,False,"{'a': 0.75, 'e': 4.0}",20,0,-184.34498161503404,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
573,False,"{'a': 0.75, 'e': 4.0}",30,0,-220.9757449398094,"{0: 17, 1: 2, 2: 7, 3: 0, 4: 4}",0
574,False,"{'a': 0.75, 'e': 4.0}",30,0,-162.51386507407554,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
575,False,"{'a': 0.75, 'e': 4.0}",20,0,-77.42386892695787,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
576,False,"{'a': 0.75, 'e': 4.0}",35,0,-179.7551737837487,"{0: 24, 1: 3, 2: 3, 3: 2, 4: 3}",0
577,False,"{'a': 0.75, 'e': 4.0}",25,0,-202.49234869844523,"{0: 8, 1: 4, 2: 11, 3: 0, 4: 2}",0
578,False,"{'a': 0.75, 'e': 4.0}",25,0,-135.53216750308823,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
579,False,"{'a': 0.75, 'e': 4.0}",20,0,-183.77129632135797,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
580,False,"{'a': 0.75, 'e': 4.0}",30,0,-119.51115564469954,"{0: 16, 1: 5, 2: 7, 3: 2, 4: 0}",0
581,False,"{'a': 0.75, 'e': 4.0}",20,10,-27.95448051605845,"{0: 4, 1: 4, 2: 2, 3: 0, 4: 0}",1
582,False,"{'a': 0.75, 'e': 4.0}",30,0,-129.28660519139964,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
583,False,"{'a': 0.75, 'e': 4.0}",35,0,-153.61215221731695,"{0: 18, 1: 7, 2: 8, 3: 1, 4: 1}",0
584,False,"{'a': 0.75, 'e': 4.0}",25,0,-36.847742456274595,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
585,False,"{'a': 0.75, 'e': 4.0}",25,0,-179.24376915816484,"{0: 10, 1: 7, 2: 5, 3: 1, 4: 2}",0
586,False,"{'a': 0.75, 'e': 4.0}",20,0,-153.2653174524683,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
587,False,"{'a': 0.75, 'e': 4.0}",20,7,-54.737856949006954,"{0: 6, 1: 1, 2: 6, 3: 0, 4: 0}",1
588,False,"{'a': 0.75, 'e': 4.0}",20,0,-122.23983250372281,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
589,False,"{'a': 0.75, 'e': 4.0}",30,0,-109.43579650990482,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
590,False,"{'a': 0.75, 'e': 4.0}",20,0,-127.41297023776185,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
591,False,"{'a': 0.75, 'e': 4.0}",30,0,-128.4088361428045,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
